中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,Guajavarin,MOL000702,702,3737,
沙苑子,Shayuanzi,Astragali Cpmplanatisemen,补阳药,Guajavarin,MOL000702,702,3737,
连翘,Lianqiao,Forsythiae Fructus,清热解毒药,Guajavarin,MOL000702,702,3737,
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,"paeonin,a_qt",MOL007027,7027,1014,
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,"paeonin,b_qt",MOL007029,7029,3350,
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,"paeonin,c_qt",MOL007031,7031,4006,
丹参,Danshen,Radix Salviae,活血祛瘀药,"(E)-3-(3-hydroxy-4,5-dimethoxy-phenyl)acrylic acid",MOL007035,7035,2152,
丹参,Danshen,Radix Salviae,活血祛瘀药,"5,6-dihydroxy-7-isopropyl-1,1-dimethyl-2,3-dihydrophenanthren-4-one",MOL007036,7036,443,179
丹参,Danshen,Radix Salviae,活血祛瘀药,"1,2-DT-Quinone",MOL007037,7037,300,
丹参,Danshen,Radix Salviae,活血祛瘀药,Dehydromiltirone,MOL007038,7038,136,
丹参,Danshen,Radix Salviae,活血祛瘀药,1-ketoisocryptotanshinone,MOL007040,7040,29,
丹参,Danshen,Radix Salviae,活血祛瘀药,"2-isopropyl-8-methylphenanthrene-3,4-dione",MOL007041,7041,172,83
丹参,Danshen,Radix Salviae,活血祛瘀药,3α-hydroxytanshinoneⅡa,MOL007045,7045,331,134
丹参,Danshen,Radix Salviae,活血祛瘀药,3beta-Hydroxytanshinone IIA,MOL007046,7046,358,
丹参,Danshen,Radix Salviae,活血祛瘀药,"(E)-3-[2-(3,4-dihydroxyphenyl)-7-hydroxy-benzofuran-4-yl]acrylic acid",MOL007048,7048,2870,928
丹参,Danshen,Radix Salviae,活血祛瘀药,4-methylenemiltirone,MOL007049,7049,106,48
丹参,Danshen,Radix Salviae,活血祛瘀药,2-(4-hydroxy-3-methoxyphenyl)-5-(3-hydroxypropyl)-7-methoxy-3-benzofurancarboxaldehyde,MOL007050,7050,1848,544
丹参,Danshen,Radix Salviae,活血祛瘀药,7-oxoroyleanone2,MOL007053,7053,1624,
丹参,Danshen,Radix Salviae,活血祛瘀药,"(4bS,8aS,10S)-10-hydroxy-2-isopropyl-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthrene-3,4-dione",MOL007054,7054,1607,
丹参,Danshen,Radix Salviae,活血祛瘀药,formyltanshinone,MOL007058,7058,2792,910
丹参,Danshen,Radix Salviae,活血祛瘀药,3-beta-Hydroxymethyllenetanshiquinone,MOL007059,7059,363,138
党参,Dangshen,Codonopsis Radix,补气药,3-beta-Hydroxymethyllenetanshiquinone,MOL007059,7059,363,138
杜仲,Duzhong,Eucommiae Cortex,补阳药,3-beta-Hydroxymethyllenetanshiquinone,MOL007059,7059,363,138
丹参,Danshen,Radix Salviae,活血祛瘀药,Methylenetanshinquinone,MOL007061,7061,90,39
丹参,Danshen,Radix Salviae,活血祛瘀药,przewalskin b,MOL007064,7064,3658,1104
丹参,Danshen,Radix Salviae,活血祛瘀药,przewalskin c,MOL007065,7065,67,
丹参,Danshen,Radix Salviae,活血祛瘀药,przewalskin d,MOL007066,7066,248,
丹参,Danshen,Radix Salviae,活血祛瘀药,Przewaquinone A,MOL007067,7067,356,
丹参,Danshen,Radix Salviae,活血祛瘀药,Przewaquinone B,MOL007068,7068,2733,888
丹参,Danshen,Radix Salviae,活血祛瘀药,przewaquinone c,MOL007069,7069,95,42
丹参,Danshen,Radix Salviae,活血祛瘀药,"(6S,7R)-6,7-dihydroxy-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione",MOL007070,7070,1717,520
丹参,Danshen,Radix Salviae,活血祛瘀药,przewaquinone f,MOL007071,7071,3121,991
丹参,Danshen,Radix Salviae,活血祛瘀药,"(2S)-3-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid",MOL007072,7072,1123,
丹参,Danshen,Radix Salviae,活血祛瘀药,saloilenone,MOL007073,7073,3570,
丹参,Danshen,Radix Salviae,活血祛瘀药,sclareol,MOL007077,7077,4075,1179
丹参,Danshen,Radix Salviae,活血祛瘀药,tanshinaldehyde,MOL007079,7079,372,140
丹参,Danshen,Radix Salviae,活血祛瘀药,Tanshinol A,MOL007080,7080,2591,
丹参,Danshen,Radix Salviae,活血祛瘀药,Danshenol B,MOL007081,7081,2795,911
丹参,Danshen,Radix Salviae,活血祛瘀药,Danshenol A,MOL007082,7082,2124,644
丹参,Danshen,Radix Salviae,活血祛瘀药,Salvilenone,MOL007085,7085,2782,905
丹参,Danshen,Radix Salviae,活血祛瘀药,carnosol,MOL007087,7087,1534,
丹参,Danshen,Radix Salviae,活血祛瘀药,cryptotanshinone,MOL007088,7088,31,14
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,cryptotanshinone,MOL007088,7088,31,14
丹参,Danshen,Radix Salviae,活血祛瘀药,dan-shexinkum a,MOL007090,7090,373,
丹参,Danshen,Radix Salviae,活血祛瘀药,dan-shexinkum b,MOL007091,7091,5,
丹参,Danshen,Radix Salviae,活血祛瘀药,dan-shexinkum d,MOL007093,7093,154,72
丹参,Danshen,Radix Salviae,活血祛瘀药,danshenspiroketallactone,MOL007094,7094,46,23
丹参,Danshen,Radix Salviae,活血祛瘀药,danshenspiroketallactoneii,MOL007095,7095,225,
丹参,Danshen,Radix Salviae,活血祛瘀药,deoxyneocryptotanshinone,MOL007098,7098,44,21
丹参,Danshen,Radix Salviae,活血祛瘀药,dihydroisotanshinoneⅠ,MOL007099,7099,4,
丹参,Danshen,Radix Salviae,活血祛瘀药,Istidina,MOL000071,71,3724,
半夏,Banxia,Arum Ternatum Thunb.,化痰药,Istidina,MOL000071,71,3724,
土茯苓,Tufuling,Smilacis Glabrae Rhixoma,清热解毒药,Istidina,MOL000071,71,3724,
天竺黄,Tianzhuhuang,Bamusaeconcretiosilicea,化痰药,Istidina,MOL000071,71,3724,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,Istidina,MOL000071,71,3724,
山药,Shanyao,Rhizoma Dioscoreae,补气药,Istidina,MOL000071,71,3724,
檀香,Tanxiang,Santalum Album L．,理气药,Istidina,MOL000071,71,3724,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,Istidina,MOL000071,71,3724,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,Istidina,MOL000071,71,3724,
白术,Baizhu,Atractylodes Macrocephala Koidz.,补气药,Istidina,MOL000071,71,3724,
芡实,Qianshi,Euryales Semen,收涩药,Istidina,MOL000071,71,3724,
丹参,Danshen,Radix Salviae,活血祛瘀药,dihydrotanshinlactone,MOL007100,7100,75,33
丹参,Danshen,Radix Salviae,活血祛瘀药,dihydrotanshinoneⅠ,MOL007101,7101,1154,385
丹参,Danshen,Radix Salviae,活血祛瘀药,diisopro-penyl methyl vinyl cyclohexane2,MOL007102,7102,1245,
丹参,Danshen,Radix Salviae,活血祛瘀药,epidanshenspiroketallactone,MOL007105,7105,204,96
丹参,Danshen,Radix Salviae,活血祛瘀药,ethyl lithospermate,MOL007106,7106,3862,
丹参,Danshen,Radix Salviae,活血祛瘀药,C09092,MOL007107,7107,380,144
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,C09092,MOL007107,7107,380,144
丹参,Danshen,Radix Salviae,活血祛瘀药,isocryptotanshi-none,MOL007108,7108,21,11
丹参,Danshen,Radix Salviae,活血祛瘀药,isotanshinone iib,MOL007110,7110,94,
丹参,Danshen,Radix Salviae,活血祛瘀药,Isotanshinone II,MOL007111,7111,15,7
丹参,Danshen,Radix Salviae,活血祛瘀药,Isotanshinone I,MOL007112,7112,305,
丹参,Danshen,Radix Salviae,活血祛瘀药,methylrosmarinate,MOL007116,7116,1630,
连钱草,Lianqiancao,Glechomae Herba,利水渗湿药,methylrosmarinate,MOL007116,7116,1630,
丹参,Danshen,Radix Salviae,活血祛瘀药,methyltanshinonate,MOL007117,7117,1643,
丹参,Danshen,Radix Salviae,活血祛瘀药,miltionone Ⅰ,MOL007119,7119,42,19
丹参,Danshen,Radix Salviae,活血祛瘀药,miltionone Ⅱ,MOL007120,7120,1263,428
丹参,Danshen,Radix Salviae,活血祛瘀药,miltipolone,MOL007121,7121,3607,1099
丹参,Danshen,Radix Salviae,活血祛瘀药,Miltirone,MOL007122,7122,143,62
丹参,Danshen,Radix Salviae,活血祛瘀药,neocryptotanshinone ii,MOL007124,7124,43,20
丹参,Danshen,Radix Salviae,活血祛瘀药,neocryptotanshinone,MOL007125,7125,824,311
丹参,Danshen,Radix Salviae,活血祛瘀药,przewalskin,MOL007126,7126,226,
丹参,Danshen,Radix Salviae,活血祛瘀药,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",MOL007127,7127,912,330
丹参,Danshen,Radix Salviae,活血祛瘀药,potassium salvianolate d,MOL007129,7129,3536,
丹参,Danshen,Radix Salviae,活血祛瘀药,prolithospermic acid,MOL007130,7130,2058,617
丹参,Danshen,Radix Salviae,活血祛瘀药,"(2S,3S)-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-[(E)-3-hydroxy-3-oxoprop-1-enyl]-2,3-dihydrobenzofuran-3-carboxylic acid",MOL007131,7131,2445,
丹参,Danshen,Radix Salviae,活血祛瘀药,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",MOL007132,7132,3106,988
肿节风,Zhongjiefeng,Herba Sarcandrae,清热解毒药,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",MOL007132,7132,3106,988
丹参,Danshen,Radix Salviae,活血祛瘀药,salviacoccin,MOL007133,7133,3781,
丹参,Danshen,Radix Salviae,活血祛瘀药,danshensu,MOL007134,7134,1141,
石见穿,Shijianchuan,Salviae Chinensis Herba,活血祛瘀药,danshensu,MOL007134,7134,1141,
黄连,Huanglian,Coptidis Rhizoma,清热燥湿药,danshensu,MOL007134,7134,1141,
丹参,Danshen,Radix Salviae,活血祛瘀药,salvianic acid c,MOL007135,7135,3497,
丹参,Danshen,Radix Salviae,活血祛瘀药,salvianolic acid d,MOL007138,7138,3721,
丹参,Danshen,Radix Salviae,活血祛瘀药,salvianolic acid g,MOL007141,7141,3431,1068
丹参,Danshen,Radix Salviae,活血祛瘀药,salvilenone Ⅰ,MOL007143,7143,1204,405
丹参,Danshen,Radix Salviae,活血祛瘀药,salviolone,MOL007145,7145,8,4
丹参,Danshen,Radix Salviae,活血祛瘀药,shanzhiside methyl ester_qt,MOL007148,7148,3115,
栀子,Zhizi,Gardeniae Fructus,清热泻火药,shanzhiside methyl ester_qt,MOL007148,7148,3115,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,l-Menthone,MOL000715,715,158,
厚朴,Houpu,Magnolia Officinalis Rehd Et Wils．,化湿药,l-Menthone,MOL000715,715,158,
徐长卿,Xuchangqing,Radix Cynanchi Paniculati,祛风湿散寒药,l-Menthone,MOL000715,715,158,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,l-Menthone,MOL000715,715,158,
桑寄生,Sangjisheng,Herba Taxilli,祛风湿筋骨药,l-Menthone,MOL000715,715,158,
沙棘,Shaji,Hippophae Fructus,化痰药,l-Menthone,MOL000715,715,158,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,l-Menthone,MOL000715,715,158,
番泻叶,Fanxieye,Sennae Folium,攻下药,l-Menthone,MOL000715,715,158,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,l-Menthone,MOL000715,715,158,
紫花地丁,Zihuadiding,Violsse Herba,清热解毒药,l-Menthone,MOL000715,715,158,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,l-Menthone,MOL000715,715,158,
罗布麻叶,Luobumaye,Apocyniveneti Folium,平肝熄风药,l-Menthone,MOL000715,715,158,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,l-Menthone,MOL000715,715,158,
荆芥穗,Jingjiesui,Schizonepetae Spica,辛温解表药,l-Menthone,MOL000715,715,158,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,l-Menthone,MOL000715,715,158,
薄荷,Bohe,Menthae Herba,辛凉解表药,l-Menthone,MOL000715,715,158,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,l-Menthone,MOL000715,715,158,
金钱草,Jinqiancao,Lysimachiae Herba,利水渗湿药,l-Menthone,MOL000715,715,158,
麻黄,Mahuang,Ephedra Herba,辛温解表药,l-Menthone,MOL000715,715,158,
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,l-Menthone,MOL000715,715,158,
丹参,Danshen,Radix Salviae,活血祛瘀药,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",MOL007150,7150,1754,526
丹参,Danshen,Radix Salviae,活血祛瘀药,Tanshindiol B,MOL007151,7151,1751,524
丹参,Danshen,Radix Salviae,活血祛瘀药,Przewaquinone E,MOL007152,7152,1753,525
丹参,Danshen,Radix Salviae,活血祛瘀药,Tanshilactone,MOL007153,7153,2915,
丹参,Danshen,Radix Salviae,活血祛瘀药,tanshinone iia,MOL007154,7154,17,9
前胡,Qianhu,Peucedani Radix,化痰药,tanshinone iia,MOL007154,7154,17,9
丹参,Danshen,Radix Salviae,活血祛瘀药,"(6S)-6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione",MOL007155,7155,361,137
丹参,Danshen,Radix Salviae,活血祛瘀药,tanshinone Ⅵ,MOL007156,7156,1942,559
丹参,Danshen,Radix Salviae,活血祛瘀药,tanshinone i,MOL007157,7157,2580,
前胡,Qianhu,Peucedani Radix,化痰药,tanshinone i,MOL007157,7157,2580,
丹参,Danshen,Radix Salviae,活血祛瘀药,β-cadinol,MOL007160,7160,284,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,Odhpca,MOL007168,7168,2956,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,4-hydroxy-2-methoxybenzoic acid,MOL007169,7169,2460,
北刘寄奴,Beiliujinu,Siphonostegiae Herba,活血祛瘀药,d-isomenthone,MOL000717,717,1395,
桑寄生,Sangjisheng,Herba Taxilli,祛风湿筋骨药,d-isomenthone,MOL000717,717,1395,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,d-isomenthone,MOL000717,717,1395,
薄荷,Bohe,Menthae Herba,辛凉解表药,d-isomenthone,MOL000717,717,1395,
麻黄,Mahuang,Ephedra Herba,辛温解表药,d-isomenthone,MOL000717,717,1395,
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,d-isomenthone,MOL000717,717,1395,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,beta-D-arabinopyranose,MOL007173,7173,890,
绞股蓝,Jiaoguolan,Gynostemmae Pentaphylli Herba,补气药,beta-D-arabinopyranose,MOL007173,7173,890,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,ARA,MOL007176,7176,1674,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
桑叶,Sangye,Mori Follum,辛凉解表药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
紫苏,Zisu,Perilla Frutescens,辛温解表药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,Linolenic acid ethyl ester,MOL007179,7179,3735,1115
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,Punicic acid,MOL007181,7181,3247,
瓜蒌,Gualou,Trichosanthes Kirilowii Maxim,化痰药,"[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]methanol",MOL007184,7184,3114,
虎耳草,Huercao,Saxifraga Stolonifera,清热解毒药,MESACONATE,MOL007189,7189,4080,
丁香,Dingxiang,Caryophylliflos,温里药,methyl salicylate,MOL000719,719,2752,
十大功劳叶,Shidagonglaoye,Mahoniae Folum,清热解毒药,methyl salicylate,MOL000719,719,2752,
徐长卿,Xuchangqing,Radix Cynanchi Paniculati,祛风湿散寒药,methyl salicylate,MOL000719,719,2752,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,methyl salicylate,MOL000719,719,2752,
桑叶,Sangye,Mori Follum,辛凉解表药,methyl salicylate,MOL000719,719,2752,
桑寄生,Sangjisheng,Herba Taxilli,祛风湿筋骨药,methyl salicylate,MOL000719,719,2752,
梅花,Meihua,Mume Flos,理气药,methyl salicylate,MOL000719,719,2752,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,methyl salicylate,MOL000719,719,2752,
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,methyl salicylate,MOL000719,719,2752,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,methyl salicylate,MOL000719,719,2752,
瞿麦,Qumai,Dianthi Herba,利水渗湿药,methyl salicylate,MOL000719,719,2752,
矮地茶,Aidicha,Ardisiae Japonicae Herba,止咳平喘药,methyl salicylate,MOL000719,719,2752,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,methyl salicylate,MOL000719,719,2752,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,methyl salicylate,MOL000719,719,2752,
葛花,Gehua,Puerariae Flos,辛凉解表药,methyl salicylate,MOL000719,719,2752,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,methyl salicylate,MOL000719,719,2752,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,isophytol,MOL007190,7190,4045,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,isophytol,MOL007190,7190,4045,
虎耳草,Huercao,Saxifraga Stolonifera,清热解毒药,isophytol,MOL007190,7190,4045,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,isophytol,MOL007190,7190,4045,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,isophytol,MOL007190,7190,4045,
荷叶,Heye,Folium Nelumbinis,清热解毒药,"kaempferol,3-glucoside_qt",MOL007195,7195,693,
乌药,Wuyao,Linderae Radix,理气药,DFA,MOL007197,7197,1783,
沉香,Chenxiang,Linderae Radix,理气药,DFA,MOL007197,7197,1783,
白附子,Baifuzi,Typhonii Rhizoma,化痰药,DFA,MOL007197,7197,1783,
荷叶,Heye,Folium Nelumbinis,清热解毒药,DFA,MOL007197,7197,1783,
香薷,Xiangru,Moslae Herba,辛温解表药,DFA,MOL007197,7197,1783,
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,DFA,MOL007197,7197,1783,
白术,Baizhu,Atractylodes Macrocephala Koidz.,补气药,8β-ethoxy atractylenolide Ⅲ,MOL000072,72,1637,502
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,Safranal,MOL000720,720,253,
吴茱萸,Wuzhuyu,Evodiae Fructus,温里药,Safranal,MOL000720,720,253,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,Safranal,MOL000720,720,253,
枸杞子,Gouqizi,Lycii Fructus,补阴药,Safranal,MOL000720,720,253,
桑叶,Sangye,Mori Follum,辛凉解表药,Safranal,MOL000720,720,253,
桑寄生,Sangjisheng,Herba Taxilli,祛风湿筋骨药,Safranal,MOL000720,720,253,
罗布麻叶,Luobumaye,Apocyniveneti Folium,平肝熄风药,Safranal,MOL000720,720,253,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,Safranal,MOL000720,720,253,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Safranal,MOL000720,720,253,
西红花,Xihonghua,Croci Stigma,活血祛瘀药,Safranal,MOL000720,720,253,
覆盆子,Fupenzi,Rubi Fructus,收涩药,Safranal,MOL000720,720,253,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,Safranal,MOL000720,720,253,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Safranal,MOL000720,720,253,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,Safranal,MOL000720,720,253,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Safranal,MOL000720,720,253,
荷叶,Heye,Folium Nelumbinis,清热解毒药,Armepavine,MOL007206,7206,396,151
莲子心,Lianzixin,Nelumbinis Plumula,收涩药,Armepavine,MOL007206,7206,396,151
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,Machiline,MOL007207,7207,1119,371
荷叶,Heye,Folium Nelumbinis,清热解毒药,Machiline,MOL007207,7207,1119,371
荷叶,Heye,Folium Nelumbinis,清热解毒药,o-Nornuciferine,MOL007210,7210,312,128
荷叶,Heye,Folium Nelumbinis,清热解毒药,dehydroroemerine,MOL007212,7212,3110,
大枣,Dazao,Jujubae Fructus,补气药,Nuciferin,MOL007213,7213,315,129
荷叶,Heye,Folium Nelumbinis,清热解毒药,Nuciferin,MOL007213,7213,315,129
莲子心,Lianzixin,Nelumbinis Plumula,收涩药,Nuciferin,MOL007213,7213,315,129
荷叶,Heye,Folium Nelumbinis,清热解毒药,(+)-Leucocyanidin,MOL007214,7214,2365,747
麻黄,Mahuang,Ephedra Herba,辛温解表药,(+)-Leucocyanidin,MOL007214,7214,2365,747
荷叶,Heye,Folium Nelumbinis,清热解毒药,n-nornuciferine,MOL007216,7216,330,
荷叶,Heye,Folium Nelumbinis,清热解毒药,leucodelphinidin,MOL007217,7217,2573,827
荷叶,Heye,Folium Nelumbinis,清热解毒药,Remerin,MOL007218,7218,335,135
荷叶,Heye,Folium Nelumbinis,清热解毒药,myricetin-3-o-glucopyranoside_qt,MOL007225,7225,1334,
荷叶,Heye,Folium Nelumbinis,清热解毒药,dehydronuciferine,MOL007226,7226,2632,
乌敛莓,Wulianmei,Cayratiae Japonicae Herba,清热解毒药,santalol,MOL007243,7243,3448,
乌药,Wuyao,Linderae Radix,理气药,santalol,MOL007243,7243,3448,
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,santalol,MOL007243,7243,3448,
檀香,Tanxiang,Santalum Album L．,理气药,santalol,MOL007243,7243,3448,
沉香,Chenxiang,Linderae Radix,理气药,santalol,MOL007243,7243,3448,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,santalol,MOL007243,7243,3448,
木棉花,Mumianhua,Gossampiniflos,拔毒化腐生肌药,3-Methylkempferol,MOL007245,7245,546,228
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,3-Methylkempferol,MOL007245,7245,546,228
栀子,Zhizi,Gardeniae Fructus,清热泻火药,3-Methylkempferol,MOL007245,7245,546,228
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,(-)-Drimenol,MOL007255,7255,263,
灵芝,Lingzhi,Ganoderma,补气药,(-)-Drimenol,MOL007255,7255,263,
枸骨叶,Gouguye,Folium Ilicis Cornutae,清虚热药,neolignan,MOL007261,7261,3293,
丁香,Dingxiang,Caryophylliflos,温里药,Methyl phenylacetate,MOL007262,7262,291,
紫苏子,Zisuzi,Perillae Fructus,止咳平喘药,Methyl phenylacetate,MOL007262,7262,291,
胖大海,Pangdahai,Sterculiae Lychnophorae Semen,化痰药,Methyl phenylacetate,MOL007262,7262,291,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Methyl phenylacetate,MOL007262,7262,291,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,Methyl phenylacetate,MOL007262,7262,291,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,C10328,MOL007266,7266,3299,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,"methyl 3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoate",MOL007267,7267,3509,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Proglobeflowery acid,MOL007268,7268,1286,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Methyl veratrate,MOL007271,7271,2359,
玄参,Xuanshen,Figwort Root,清热凉血药,Homovanillyl alcohol,MOL007272,7272,1399,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Homovanillyl alcohol,MOL007272,7272,1399,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Globeflowery acid,MOL007273,7273,1529,
相思子,Xiangsizi,Abrus Precatorius L.,清热解毒药,Skrofulein,MOL007274,7274,2236,694
茵陈,Yinchen,Artemisiae Scopariae Herba,利水渗湿药,Skrofulein,MOL007274,7274,2236,694
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,Skrofulein,MOL007274,7274,2236,694
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,Skrofulein,MOL007274,7274,2236,694
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Skrofulein,MOL007274,7274,2236,694
绿豆,Lvdou,Vigna Radiata,清热解毒药,BDF,MOL007275,7275,2815,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,BDF,MOL007275,7275,2815,
矮地茶,Aidicha,Ardisiae Japonicae Herba,止咳平喘药,VERATRIC ACID,MOL007276,7276,2820,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,VERATRIC ACID,MOL007276,7276,2820,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,salicylaldoxime,MOL007277,7277,3703,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,Mulberrofuran A,MOL000728,728,836,
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,Mulberrofuran A,MOL000728,728,836,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,Mulberrofuran A,MOL000728,728,836,
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,3-methylquercetin,MOL007280,7280,2085,628
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,"1,3-dimethoxy-2-o-beta-xylo-pyranosyl-5-o-beta-glucopyranosyl-benzene_qt",MOL007282,7282,3107,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,procyanidin b2,MOL007283,7283,4208,
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,procyanidin b2,MOL007283,7283,4208,
骨碎补,Gusuibu,Drynariae Rhizoma,补阳药,procyanidin b2,MOL007283,7283,4208,
桑叶,Sangye,Mori Follum,辛凉解表药,Oxysanguinarine,MOL000729,729,2520,809
桑枝,Sangzhi,Ramulus Mori,祛风湿清热药,Oxysanguinarine,MOL000729,729,2520,809
白屈菜,Baiqucai,Chelidonii Herba,止咳平喘药,Oxysanguinarine,MOL000729,729,2520,809
苦地丁,Kudiding,Corydalis Bungeanae Herba,清热解毒药,Oxysanguinarine,MOL000729,729,2520,809
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,"2-(3,4-dihydroxyphenyl)-5,7,8-trihydroxy-3-methoxy-chromone",MOL007290,7290,2451,
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,"3,5-dimethylquercetin",MOL007293,7293,2144,
儿茶,Ercha,Catechu,活血祛瘀药,ent-Epicatechin,MOL000073,73,2286,714
