原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,中药数,TCMSP_MOL_ID数,分子名称数,molecule_ID连接状态,SMILES审计
247,10494,COc1ccc(CCc2cc(=O)c3c(O)ccc(O)c3o2)cc1,STP00246,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
146,10495,COc1cc2oc(CCc3ccccc3)cc(=O)c2cc1OC,STP00145,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
198,10496,COc1ccc(CCc2cc(=O)c3cc(OC)c(OC)cc3o2)cc1,STP00197,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
880,10498,COc1ccc(CCc2cc(=O)c3cc(O)ccc3o2)cc1,STP00879,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3036,105,O=C(O)c1ccc(O)c(O)c1,STP03031,成功（100条，已去重）,100,81.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
245,10500,COc1cccc(CCc2cc(=O)c3cc(OC)ccc3o2)c1,STP00244,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1076,10501,CC(C)(C)C1=CC2(C=C(C(C)(C)C)C1=O)CCC(=O)O2,STP01075,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2409,10502,O=c1cc(CCc2ccccc2)oc2c1[C@H](O)[C@H](O)[C@H](O)[C@H]2O,STP02404,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1002,10503,C[C@@H]1CCC=C(C=O)[C@@]12CC[C@@H](C(C)(C)O)C2,STP01001,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1705,10505,CC1(C)O[C@]23C[C@H]1CC[C@]2(C)CCC[C@H]3CO,STP01701,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
"1332,1417",10507,C[C@H]1CCC[C@@]2(C)CC[C@H]3C[C@@]12OC3(C)C,STP01330,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
303,10508,CC(C)=C1C[C@@]2(C)C(=CC1=O)CCC[C@@H]2C,STP00302,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1920,10509,CC(C)[C@@H]1CC(=O)c2coc3c2[C@H]1C[C@@H](C)C3=O,STP01915,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2313,10510,O=c1cc(CCc2ccccc2)oc2c1[C@@H](O)[C@H](O)[C@H](O)[C@H]2O,STP02308,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1591,10511,C[C@H]1CC[C@@H]2[C@H]1[C@H]1[C@@H](C[C@H]3O[C@@]23C)C1(C)C,STP01588,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
35,10513,C=C(C)[C@@H]1CCc2cc(O)cc(C=O)c2C1,STP00034,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3235,10515,O=C(O)C#Cc1ccccc1,STP03229,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
985,10516,C[C@@H]1CC[C@H]2C[C@@]3(OC2(C)C)[C@@H](C=O)CC[C@@H]13,STP00984,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3708,10519,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,STP03702,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1220,1052,CC1(C)C(=O)CC[C@]2(C)[C@H]3CCC4=CC(=O)C[C@@]4(C)[C@]3(C)CC[C@@H]12,STP01218,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1084,10520,CC1=C[C@H](C=O)C(C=O)=C[C@H]2CC(C)(C)C[C@H]12,STP01083,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
230,10523,CC1(C)C2=CC=CC(C)(C)[C@]23C=C[C@H]1C3,STP00229,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1729,10524,CC1(C)O[C@@]23C[C@@H]1CC[C@@]2(C)CCC[C@@]3(C)O,STP01725,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3468,10527,CCCCCCCC=C=CCCCCCCCC(=O)O,STP03462,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
300,10528,C/C1=C/CC[C@]2(C)O[C@H]2CC(C)(C)/C=C/C1,STP00299,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4037,10529,CC/C=C\CC1=C(C)CCC1=O,STP04030,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1022,10532,Cc1cncc2c1CC[C@@H]2C,STP01021,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3002,10533,C=C1CC[C@@H]2[C@H]([C@@H]3C1=CC[C@@H]3C)C2(C)C,STP02997,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1032,10536,C=C1CC[C@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@H]3[C@@H]12,STP01031,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1010,10537,C[C@@H]1CC[C@H](C)c2ccccc21,STP01009,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
934,10538,C/C=C(\C)C(=O)O[C@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,STP00933,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
344,10539,C=C1CC[C@@H](C(C)C)C[C@@H]2[C@H]1CC[C@@]2(C)O,STP00343,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1011,10540,C[C@H]1CCC=C2C(=O)C[C@H]3OOC(C)(C)[C@H]3[C@]21C,STP01010,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3343,10541,CC(C)CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,STP03337,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3685,10542,C=C1[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C)CC[C@@]13C,STP03679,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2205,10545,COc1ccccc1/C=C/C(=O)O,STP02200,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
350,10546,O=C(O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,STP00349,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2951,1055,CC1=CC[C@]2(C(C)C)C[C@H]12,STP02946,成功（100条，已去重）,100,23.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
992,10550,CC(C)=CCC[C@H](C)[C@@H]1C=C(C)CC[C@@H]1O,STP00991,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
656,10552,CC1=CC(=O)N(c2ccccc2)C1=O,STP00655,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1463,10555,O=C(CCC(=O)c1ccccc1)c1ccccc1,STP01460,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3499,10556,O=C(OCCc1ccccc1)c1ccccc1,STP03493,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1680,10557,CCOC(=O)c1ccccc1,STP01676,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2216,10558,COc1ccccc1/C=C\C(=O)O,STP02211,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2551,10559,O=C(O)/C=C\c1ccccc1O,STP02546,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4086,10562,O=C(O)/C=C/[C@@H]1C=CC=CC1,STP04079,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2474,10563,COC(=O)/C=C\c1ccccc1,STP02469,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3051,10567,COC1=C(OC)C(=O)[C@@]23COc4c5c(cc(c42)[C@H](OC(C)=O)[C@@H](C)[C@@H](C)CC3=C1)OCO5,STP03046,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1853,10568,CCCCC(=O)C(C)C,STP01848,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1761,10569,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)[C@@H]1O[C@H]2[C@@H](C)[C@H]1C,STP01757,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4115,1057,Cc1ccc([C@H](C)C/C=C/C(C)(C)C)cc1O,STP04108,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2857,10571,COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)C2,STP02852,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3393,10573,COC1=C(OC)C(=O)[C@@]23COc4c5c(cc(c42)[C@@H](OC(=O)c2ccccc2)[C@@H](C)[C@@H](C)CC3=C1)OCO5,STP03387,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1883,10580,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,STP01878,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
267,10586,COc1ccc([C@H]2COc3cc(O)ccc3C2=O)cc1,STP00266,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3433,10587,CC(=O)OC[C@H]1O[C@@H](Cc2ccc3c(c2)OC[C@@H]2c4cc5c(cc4C[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,STP03427,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2741,10588,COc1cc([C@@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,STP02736,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3415,10589,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc(O)c2c1C(=O)C[C@H](c1ccc(O)cc1OC)O2,STP03409,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3519,10590,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1C(=O)C[C@@H](c1ccc(O)cc1O)O2,STP03513,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2203,10593,CC(=O)OCC1=C[C@H](O)[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@H]12,STP02198,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2354,10594,COc1cc([C@@H]2Oc3c(c(OC)cc4ccc(=O)oc34)O[C@H]2CO)ccc1O,STP02349,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3845,10596,C/C=C(\C)CO,STP03839,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3634,10600,C=C[C@@](C)(CCC=C(C)C)OC(=O)C(C)C,STP03628,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2467,10606,COC(=O)C1=CO[C@@H](O)[C@@H]2C(COC(=O)SC)=C[C@@H](O)[C@@H]12,STP02462,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
778,10609,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,STP00777,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2322,10615,COc1ccc(-c2c/c(=N/c3ccc(OC)c(Cl)c3)c3cc(Cl)ccc3o2)cc1,STP02317,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1779,10616,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,STP01775,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3610,10617,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O,STP03604,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2902,10622,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,STP02897,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3018,10628,COc1cc([C@H]2OC[C@@H]3[C@H]2CO[C@@H]3c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,STP03013,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4182,10629,C=Cc1ncc(OC)c2c1[nH]c1c(OC)cccc12,STP04175,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1225,10630,O=C1CC[C@H](O)c2cccc(O)c21,STP01223,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3987,10657,CC(=O)O[C@@H]1[C@H](O)[C@H]2C3=CC[C@H](c4ccoc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C(C)(C)[C@@H]12,STP03980,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2226,10662,COc1ccc2c(c1)[C@H](CO)[C@@H](c1cc(O)c(/C=C\C=O)cc1OC)O2,STP02221,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2901,10665,C=C[C@@H](O)CCC,STP02896,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1424,10666,COC(OC)C(C)C,STP01421,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2400,10686,CCOC(C)C,STP02395,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2937,10687,CC[C@H](C)CN,STP02932,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2699,10692,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(=O)O,STP02694,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2791,10715,CCCC(=O)CC(C)C,STP02786,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1851,10717,CCC[C@H](C)C(=O)[C@H](C)CC,STP01846,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1474,10728,CCOC(=O)C(C)(C)O,STP01471,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
869,10735,CC(C)=C[C@@H]1C[C@@H](C)CCO1,STP00868,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
243,10742,C[C@H]1O[C@H](c2ccccc2)[C@H](C)N1C,STP00242,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4100,10748,CC1=C(C)C[C@](C)(C=O)CC1,STP04093,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2950,10750,Sc1nnnn1-c1ccccc1,STP02945,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3652,10753,CCOC[C@@H](C)O,STP03646,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2710,10754,CCC(C)=C(C)C,STP02705,成功（49条，已去重）,49,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1191,10756,CC[C@@H](C)C(O)O,STP01189,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4149,10760,C/C=C1/CCCC1(C)C,STP04142,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2377,10761,CC1=CC=C2/C=C\C(C)=C/C=C\[C@@H]12,STP02372,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4116,10762,C=C(C)C1=CC[C@@H](C)CC1,STP04109,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2562,10764,Cc1ccc2ccccc2c1O,STP02557,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2241,10768,O=C(O)c1cc(O)c2ccccc2n1,STP02236,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4060,10769,COC(=O)CCCC(C)C,STP04053,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3737,10779,CCOS(=O)(=O)OCC,STP03731,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1003,10784,CC(C)C(=O)O,STP01002,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
133,10785,C[C@H]([C@@H](O)c1ccccc1)N(C)C,STP00132,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3096,10786,CN[C@@H](C)[C@H](OC(=O)c1ccccc1)c1ccccc1,STP03091,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2375,10788,Oc1ccc([C@@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1,STP02370,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1311,10789,Cc1ccc(C)c2c1C=CC[C@@H]2C,STP01309,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
